JobID|JobIDRaw|Cluster|Partition|Account|Group|GID|User|UID|Submit|Eligible|Start|End|Elapsed|ExitCode|State|NNodes|NCPUS|ReqCPUS|ReqMem|Timelimit|NodeList|QOS|ScheduledBy|JobName|NVEs|ToTSusT
84|84|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:01|2021-01-01T00:00:01|2021-01-01T00:08:04|2021-01-01T00:17:01|00:08:57|0:0|COMPLETED|1|24|2|2800Mn|00:10:00|v20|normal|0|84|8|00:00:00
82|82|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:01|2021-01-01T00:00:01|2021-01-01T00:08:04|2021-01-01T00:17:01|00:08:57|0:0|COMPLETED|1|24|2|2800Mn|00:10:00|v72|normal|0|82|8|00:00:00
91|91|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:01|2021-01-01T00:00:01|2021-01-01T00:08:04|2021-01-01T00:17:02|00:08:58|0:0|COMPLETED|1|24|2|2800Mn|00:10:00|v53|normal|0|91|8|00:00:00
81|81|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:01|2021-01-01T00:00:01|2021-01-01T00:07:20|2021-01-01T00:17:07|00:09:47|0:0|COMPLETED|1|24|2|2800Mn|00:11:00|v70|normal|0|81|8|00:00:00
78|78|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:01|2021-01-01T00:00:01|2021-01-01T00:07:20|2021-01-01T00:17:10|00:09:50|0:0|COMPLETED|1|24|2|2800Mn|00:11:00|v58|normal|0|78|8|00:00:00
88|88|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:01|2021-01-01T00:00:01|2021-01-01T00:08:04|2021-01-01T00:17:14|00:09:10|0:0|COMPLETED|1|24|2|2800Mn|00:10:00|v32|normal|0|88|8|00:00:00
87|87|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:01|2021-01-01T00:00:01|2021-01-01T00:08:21|2021-01-01T00:17:16|00:08:55|0:0|COMPLETED|1|24|2|2800Mn|00:10:00|v30|normal|0|87|8|00:00:00
76|76|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:01|2021-01-01T00:00:01|2021-01-01T00:07:20|2021-01-01T00:17:19|00:09:59|0:0|COMPLETED|1|24|2|2800Mn|00:11:00|v35|normal|0|76|8|00:00:00
94|94|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:01|2021-01-01T00:00:01|2021-01-01T00:08:04|2021-01-01T00:17:27|00:09:23|0:0|COMPLETED|1|24|2|2800Mn|00:11:00|v59|normal|0|94|8|00:00:00
103|103|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:01|2021-01-01T00:00:01|2021-01-01T00:10:07|2021-01-01T00:20:28|00:10:21|0:0|COMPLETED|3|72|6|2800Mn|00:12:00|v[60,63-64]|normal|0|103|8|00:00:00
